unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
1137533,2012-06-02 21:24:17+00:00,2012-06-04 22:33:14+00:00,2012-06-04 22:33:14+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2549250,2013-06-30 01:33:33+00:00,2013-07-08 17:15:50+00:00,2013-07-08 17:15:50+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3262895,2014-01-12 14:36:20+00:00,2015-06-18 14:05:47+00:00,2015-06-18 14:05:47+00:00,Closed,,Police Department Administration - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3088525,2013-11-21 09:10:33+00:00,2014-01-10 08:47:02+00:00,2014-01-10 08:47:02+00:00,Closed,,SFMTA - Temporary Sign Request Queue,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2851155,2013-09-20 10:42:55+00:00,2013-09-23 13:31:33+00:00,2013-09-23 13:31:33+00:00,Closed,,311 Supervisor Queue,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
769453,2010-11-10 09:59:26+00:00,2010-11-10 11:27:19+00:00,2010-11-10 11:27:19+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
438082,2009-05-26 14:28:27+00:00,2009-05-27 16:13:02+00:00,2009-05-27 16:13:02+00:00,Closed,Customer Service on 5-27-09,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
947727,2011-08-25 09:47:47+00:00,2011-08-26 13:33:46+00:00,2011-08-26 13:33:46+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2240148,2013-04-13 12:27:01+00:00,2013-06-26 08:17:42+00:00,2013-06-26 08:17:42+00:00,Closed,,SFMTA - Parking Enforcement - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
487632,2009-08-15 13:12:20+00:00,2009-11-19 12:31:27+00:00,2009-11-19 12:31:27+00:00,Closed,Meters checked for stuck card. Nothing found. Left message with claimant. Call never returned.,DPT - Meters - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Phone,,0.0,0.0,
2278109,2013-04-23 10:14:28+00:00,2013-04-23 11:19:39+00:00,2013-04-23 11:19:39+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3869777,2014-07-29 11:33:50+00:00,2014-07-30 11:31:42+00:00,2014-07-30 11:31:42+00:00,Closed,"The link that points to the SFpark website is broken and will be updated. In the meantime, staff provided customer with the SFpark website.",SFMTA - Off-Street Parking Queue,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
636371,2010-04-12 08:56:12+00:00,2010-04-14 14:42:11+00:00,2010-04-14 14:42:11+00:00,Closed,To Traffic Engineering  4-14-10,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Phone,,0.0,0.0,
1926261,2013-01-22 19:14:59+00:00,2013-01-25 17:39:45+00:00,2013-01-25 17:39:45+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
7072641,2017-04-22 19:54:38+00:00,2017-04-24 09:24:05+00:00,2017-04-24 09:24:05+00:00,Closed,No location,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5238661,2015-10-30 10:04:39+00:00,2015-10-30 10:20:04+00:00,2015-10-30 10:20:04+00:00,Closed,SFMTA 701-2457,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
471638,2009-07-20 10:23:21+00:00,2009-07-22 09:17:04+00:00,2009-07-22 09:17:04+00:00,Closed,o Customer Service on 7-21-09,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3237300,2014-01-06 09:02:49+00:00,2014-01-06 13:56:44+00:00,2014-01-06 13:56:44+00:00,Closed,Cindy Shamban 701-4500,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
951113,2011-08-30 11:06:48+00:00,2011-12-15 16:28:59+00:00,2011-12-15 16:28:59+00:00,Closed,Penalty was dismissed through E-TIMs. Talked to the customer by phone to make sure the citation number in question was correct.,SFMTA - Citations/Resident Parking Permits - Accounting,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
818384,2011-02-02 13:00:45+00:00,2011-02-03 09:41:53+00:00,2011-02-03 09:41:53+00:00,Closed,,DPT - Other - G,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
930444,2011-07-30 09:19:30+00:00,2011-08-02 09:05:16+00:00,2011-08-02 09:05:16+00:00,Closed,,zzSFMTA - Muni Questions/Suggestions - G - DO NOT USE,General Request - MTA,other,parking_traffic_other - other,Not associated with a specific address,,,,Web,,0.0,0.0,
587670,2010-01-24 15:40:23+00:00,2010-04-21 16:32:04+00:00,2010-04-21 16:32:04+00:00,Closed,Our office the Real Estate Division handles only government owned properties.  Perhaps refer to Business License (Tax Collector).,Real Estate Department - G,General Request - REAL ESTATE DEPARTMENT,other,real_estate_department - other,Not associated with a specific address,,,,Web,,0.0,0.0,
8238226,2017-11-07 12:24:13+00:00,2017-11-13 10:50:00+00:00,2017-11-13 10:50:00+00:00,Closed,"Please forward to Rent Board, and Mayors Office of Housing.  Thank you.",Real Estate Department - G,General Request - REAL ESTATE DEPARTMENT,other,real_estate_department - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3737632,2014-06-13 11:16:42+00:00,2014-06-18 15:49:31+00:00,2014-06-18 15:49:31+00:00,Closed,Case appears to be a duplicate of an adjacent case just resolved,SFMTA - Bicycle Parking Queue,General Request - MTA,other,Bicycle_Parking_Sharing - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2618315,2013-07-19 07:33:53+00:00,2013-07-22 17:14:39+00:00,2013-07-22 17:14:39+00:00,Closed,SFMTA will contact.,SFMTA - Bicycle Parking Queue,General Request - MTA,other,Bicycle_Parking_Sharing - other,Not associated with a specific address,,,,Web,,0.0,0.0,
838707,2011-03-08 06:21:02+00:00,2012-06-05 12:19:26+00:00,2012-06-05 12:19:26+00:00,Closed,,"Children, Youth and Families - G",General Request - CHILDREN YOUTH FAMILIES,other,children_youth_families - other,Not associated with a specific address,,,,Web,,0.0,0.0,
6403144,2016-10-10 11:51:59+00:00,2017-03-28 16:56:28+00:00,2017-03-28 16:56:28+00:00,Closed,Case was created 169 days ago and is from a foreign citizen seeking help securing employment. Not our wheelhouse.,"Children, Youth and Families - G",General Request - CHILDREN YOUTH FAMILIES,other,children_youth_families - other,Not associated with a specific address,,,,Web,,0.0,0.0,
600551,2010-02-11 15:48:14+00:00,2010-03-19 15:01:10+00:00,2010-03-19 15:01:10+00:00,Closed,,Contract Administration - G,General Request - CONTRACT ADMINISTRATION,other,contract_administration - other,Not associated with a specific address,,,,Web,,0.0,0.0,
431205,2009-05-14 09:58:30+00:00,2009-07-27 16:17:40+00:00,2009-07-27 16:17:40+00:00,Closed,,Contract Administration - G,General Request - CONTRACT ADMINISTRATION,other,contract_administration - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2501018,2013-06-17 15:03:02+00:00,,2013-06-17 15:03:02+00:00,Open,Open,Human Rights Commission - G,General Request - HUMAN RIGHTS COMMISSION,other,human_rights_commission - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2783611,2013-09-03 12:32:08+00:00,,2013-09-03 12:32:08+00:00,Open,Open,Human Rights Commission - G,General Request - HUMAN RIGHTS COMMISSION,other,human_rights_commission - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2810448,2013-09-10 11:11:16+00:00,,2013-09-10 11:11:16+00:00,Open,Open,Human Rights Commission - G,General Request - HUMAN RIGHTS COMMISSION,other,human_rights_commission - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4419471,2015-01-22 16:55:46+00:00,2015-01-27 17:56:04+00:00,2015-01-27 17:56:04+00:00,Closed,No email or specific request provided.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4699465,2015-04-27 11:41:13+00:00,2015-04-28 10:52:05+00:00,2015-04-28 10:52:05+00:00,Closed,Forwarded inquiry to Banking Section.  E. Gatchalian & R. Cordero,Treasurer/Tax Collector - TPA Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5028546,2015-08-24 10:35:14+00:00,2016-06-17 12:04:24+00:00,2016-06-17 12:04:24+00:00,Closed,Thank you for this alert. We do not have anyone from the bureau that pruned the tree during this timeframe. We will keep our eyes open for anyone in the area that is pruning not to code,DPW BUF Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
982736,2011-10-13 14:11:54+00:00,2011-10-14 08:51:37+00:00,2011-10-14 08:51:37+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4022552,2014-09-17 16:35:20+00:00,2014-09-18 08:09:10+00:00,2014-09-18 08:09:10+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
607794,2010-02-23 12:13:13+00:00,2010-03-20 11:04:34+00:00,2010-03-20 11:04:34+00:00,Closed,"Your credit card information has been removed from the system. In the future, if you want to make reservations, you will have to reenter the information.",RPD Capital Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2135831,2013-03-17 04:15:03+00:00,2013-03-18 11:34:14+00:00,2013-03-18 11:34:14+00:00,Closed,Responded via email.,Police Department Administration - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
872123,2011-04-29 13:35:45+00:00,2011-05-02 09:05:27+00:00,2011-05-02 09:05:27+00:00,Closed,"emailed customer indicating if occurance was in SSF, must contact SSF.",311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1120115,2012-05-08 10:41:56+00:00,2012-05-08 12:47:34+00:00,2012-05-08 12:47:34+00:00,Closed,Directed customer to the San Francisco Public Library,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2304472,2013-04-29 23:33:55+00:00,2013-04-30 16:05:32+00:00,2013-04-30 16:05:32+00:00,Closed,,County Clerk - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
748450,2010-10-07 20:00:45+00:00,2010-10-13 11:38:19+00:00,2010-10-13 11:38:19+00:00,Closed,,SFMTA - Citations/Resident Parking Permits - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
624324,2010-03-22 14:31:21+00:00,2010-04-09 10:54:06+00:00,2010-04-09 10:54:06+00:00,Closed,"John Davey provided caller with needed information, and caller ""successfully gogoled the Cape Horn and Cape Hudson and learned of their status and missions.",Port Authority - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1140137,2012-06-06 16:12:16+00:00,2012-07-13 17:17:18+00:00,2012-07-13 17:17:18+00:00,Closed,Left message for customer to complete Update to Business Account Info form and return it to us. hl,Treasurer/Tax Collector - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3324203,2014-01-30 22:34:26+00:00,2014-02-06 13:25:02+00:00,2014-02-06 13:25:02+00:00,Closed,Directed customer to the city agency that can best handle his request and provided a weblink with additional information.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5602356,2016-02-25 09:59:20+00:00,2016-02-25 10:48:04+00:00,2016-02-25 10:48:04+00:00,Closed,Emailed:  License Information: http://sfgov.org/countyclerk/marriage-GENERAL-Information  Ceremony Information: http://sfgov.org/countyclerk/marriage-civil-ceremony  Online Reservations: http://sfgov.org/countyclerk/online-reservations,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3821208,2014-07-12 11:54:37+00:00,2014-07-23 11:19:13+00:00,2014-07-23 11:19:13+00:00,Closed,"Information sent:
 
 https://www.sfmta.com/services/permits-citations/camera-enforcement",311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
399716,2009-03-27 23:50:13+00:00,2009-03-30 08:40:20+00:00,2009-03-30 08:40:20+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
984326,2011-10-16 01:12:41+00:00,2011-10-18 10:59:28+00:00,2011-10-18 10:59:28+00:00,Closed,Info Emailed to customer.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4416439,2015-01-21 21:58:40+00:00,2015-01-27 17:47:25+00:00,2015-01-27 17:47:25+00:00,Closed,Sent email to customer.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
8097732,2017-10-03 21:22:30+00:00,2017-10-05 10:31:00+00:00,2017-10-05 10:31:00+00:00,Closed,See notes,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
6263965,2016-09-01 09:51:02+00:00,2016-09-09 10:26:52+00:00,2016-09-09 10:26:52+00:00,Closed,,311 Supervisor Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1120948,2012-05-09 12:05:03+00:00,2012-05-09 13:38:54+00:00,2012-05-09 13:38:54+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
8271817,2017-11-15 11:56:00+00:00,2017-11-17 16:50:00+00:00,2017-11-17 16:50:00+00:00,Closed,"Good afternoon. It might be semantics, but to clarify, the business that contracts you doesn’t need to be based in San Francisco. It’s whether you do work in San Francisco that determines if a San Francisco registration might be required. You may very well mean that you perform no business activity in SF, but I wanted to differentiate. As far as how you’d proceed, the notice lists three options, so even if you do no business in SF, please still respond online so that you can advise the Tax Collector that you don’t meet the qualifications to have to register.",Triage - TTX Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5665285,2016-03-14 20:24:59+00:00,2016-03-21 11:48:10+00:00,2016-03-21 11:48:10+00:00,Closed,Bureau of Investigations took referral,District Attorney - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
7018295,2017-04-06 14:55:16+00:00,2017-04-06 14:58:58+00:00,2017-04-06 14:58:58+00:00,Closed,SFMTA 701-4688,DPT Signal Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2815082,2013-09-11 11:52:15+00:00,2013-12-19 15:02:27+00:00,2013-12-19 15:02:27+00:00,Closed,"Per Joyce Chan, Port property manager . . . this has been completed.",Port Authority - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
879052,2011-05-10 12:36:10+00:00,2011-05-31 12:35:51+00:00,2011-05-31 12:35:51+00:00,Closed,"Per DEM liaison, resolved 05/31/2011",Emergency Management - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
617176,2010-03-10 10:46:51+00:00,2010-03-11 14:24:47+00:00,2010-03-11 14:24:47+00:00,Closed,emailed caller to contact center directly.  Unable to determine exactly what caller is inquiring about.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1438673,2012-09-18 05:53:15+00:00,2014-04-22 16:04:50+00:00,2014-04-22 16:04:50+00:00,Closed,,Elections - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2608086,2013-07-16 14:48:24+00:00,2013-07-22 12:07:11+00:00,2013-07-22 12:07:11+00:00,Closed,Caller was emailed the answer to their question.,Environment - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
514566,2009-09-29 20:19:30+00:00,2009-10-02 11:26:18+00:00,2009-10-02 11:26:18+00:00,Closed,Sent customer requested phone number.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3680077,2014-05-27 08:58:48+00:00,2014-05-28 12:11:40+00:00,2014-05-28 12:11:40+00:00,Closed,Created SR #3684217 with DPT. They will inspect the vehicle within 2 days.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,https://311-emappprod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=3680077,0.0,0.0,
551653,2009-11-25 09:50:29+00:00,2009-11-30 09:48:23+00:00,2009-11-30 09:48:23+00:00,Closed,Demand faxed this morning.,PUC - Billing - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2713525,2013-08-14 12:57:53+00:00,2013-08-16 13:49:22+00:00,2013-08-16 13:49:22+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1520115,2012-10-06 14:01:24+00:00,2012-10-17 15:43:08+00:00,2012-10-17 15:43:08+00:00,Closed,,SFMTA - Citations/Resident Parking Permits - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5836566,2016-05-05 18:27:53+00:00,2016-05-05 19:38:00+00:00,2016-05-05 19:38:00+00:00,Closed,,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
3974155,2014-09-02 12:05:42+00:00,2014-09-02 16:41:41+00:00,2014-09-02 16:41:41+00:00,Closed,Customer did not make a request that is handled by the City and County of San Francisco.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
8046090,2017-09-21 05:08:00+00:00,2017-09-21 11:17:00+00:00,2017-09-21 11:17:00+00:00,Closed,Comment noted,Mayors Office of Neighborhood Services - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
799879,2011-01-04 12:50:45+00:00,2011-02-02 09:50:12+00:00,2011-02-02 09:50:12+00:00,Closed,"Per Port Property Manager, Jay Edwards, it would be okay for caller to use as long as she does not use it for revenue purposes.  Caller, Annette Robidox, called back and said she won't be able to use it because she's submitting the photo to Hallmark for for a monetary prize.  In addition, once submitted to Hallmark and if chosen as a winner, Hallmark would use the photo as a Hallmark card to sell.",311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,https://311-emappprod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=799879,0.0,0.0,
3250218,2014-01-08 21:26:53+00:00,2014-01-09 17:38:10+00:00,2014-01-09 17:38:10+00:00,Closed,Emailed link that provided the information requested by the customer.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,https://311-emappprod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=3250218,0.0,0.0,
6780343,2017-01-28 10:14:37+00:00,2017-02-10 23:30:45+00:00,2017-02-10 23:30:45+00:00,Closed,Per process - cases are closed 7 days after assignment.,311 Escalation Review Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
692056,2010-07-12 14:30:23+00:00,2010-07-14 16:00:08+00:00,2010-07-14 16:00:08+00:00,Closed,,311 Manager Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
1105051,2012-04-14 10:14:05+00:00,2012-04-25 16:55:59+00:00,2012-04-25 16:55:59+00:00,Closed,,SFMTA - Citations/Resident Parking Permits - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
588313,2010-01-25 14:48:21+00:00,2010-01-26 10:10:36+00:00,2010-01-26 10:10:36+00:00,Closed,recd response requesting for caller contact details to follow up.  emailed to MOH.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
719285,2010-08-24 13:54:04+00:00,2011-06-06 07:54:06+00:00,2011-06-06 07:54:06+00:00,Closed,,SFMTA - Parking Enforcement - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
6793997,2017-02-01 07:00:19+00:00,2017-02-01 08:04:00+00:00,2017-02-01 08:04:00+00:00,Closed,"Invalid, incomplete - no information provided",311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4950300,2015-07-29 12:06:34+00:00,2015-07-29 17:09:56+00:00,2015-07-29 17:09:56+00:00,Closed,resolved: emailed Sfgate article to requester,DPW Ops Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,https://311-emappprod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=4950300,0.0,0.0,
702637,2010-07-29 11:57:22+00:00,2010-07-30 12:20:42+00:00,2010-07-30 12:20:42+00:00,Closed,,PUC - Water - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
7347467,2017-07-07 15:51:40+00:00,2017-07-21 23:30:10+00:00,2017-07-21 23:30:10+00:00,Closed,Per process - cases are closed 7 days after assignment.,311 Escalation Review Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
507541,2009-09-18 09:53:41+00:00,2010-03-26 14:22:45+00:00,2010-03-26 14:22:45+00:00,Closed,,City Hall Building Management - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
6146521,2016-08-02 00:29:30+00:00,2016-08-02 08:29:23+00:00,2016-08-02 08:29:23+00:00,Closed,emailed link - http://sfgov.org/elections/november-8-2016-election-information-campaigns-and-candidates,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
5536021,2016-02-04 14:07:55+00:00,2016-02-04 18:15:36+00:00,2016-02-04 18:15:36+00:00,Closed,,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2204511,2013-04-03 23:53:28+00:00,2013-04-04 07:43:04+00:00,2013-04-04 07:43:04+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
833540,2011-02-28 09:07:50+00:00,2011-02-28 10:56:24+00:00,2011-02-28 10:56:24+00:00,Closed,no details on SR. Emailed customer asking to call into center for assistance.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
490103,2009-08-19 14:12:22+00:00,2009-11-16 14:00:18+00:00,2009-11-16 14:00:18+00:00,Closed,Email sent to requestor on 11.09.09 seeking if client still required information.  No response as of 11.16.09.  Closing request.,Technology - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
501394,2009-09-08 14:56:43+00:00,2009-09-08 15:00:10+00:00,2009-09-08 15:00:10+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
654781,2010-05-12 09:51:04+00:00,2010-05-14 18:31:45+00:00,2010-05-14 18:31:45+00:00,Closed,sfmta mailbox,SFMTA - Citations/Resident Parking Permits - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
4058372,2014-09-29 11:37:32+00:00,2014-09-30 17:25:20+00:00,2014-09-30 17:25:20+00:00,Closed,Customer did not make a request that is actionable by the City and County of San Francisco.,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
2331483,2013-05-06 13:13:29+00:00,2013-05-08 16:38:00+00:00,2013-05-08 16:38:00+00:00,Closed,spoke with customer on the phone. bus cert #936751 was closed as of 02/28/12,Treasurer/Tax Collector - G,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
495458,2009-08-28 16:36:23+00:00,2009-08-31 11:27:28+00:00,2009-08-31 11:27:28+00:00,Closed,,311 Escalated KB Questions Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,Web,,0.0,0.0,
