unique_key,category,descript,dayofweek,pddistrict,resolution,address,longitude,latitude,location,pdid,timestamp
150023126,TRESPASS,TRESPASSING,Thursday,PARK,"ARREST, BOOKED",1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",15002312627195,2015-01-08 13:34:00+00:00
110273468,FRAUD,REAL ESTATE FRAUD,Monday,PARK,EXCEPTIONAL CLEARANCE,1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",11027346809060,2010-12-20 12:00:00+00:00
150483752,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Tuesday,PARK,"ARREST, BOOKED",1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",15048375273000,2015-06-02 17:00:00+00:00
40509608,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,PARK,"ARREST, CITED",1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",4050960865015,2004-05-04 08:05:00+00:00
100547825,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,NONE,1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",10054782568020,2010-06-13 21:07:00+00:00
120164023,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,PARK,"ARREST, BOOKED",1600 Block of OAK ST,-122.44651891893,37.771922889157,"(37.771922889157, -122.44651891893)",12016402327130,2012-02-27 16:38:00+00:00
110165213,FRAUD,"FALSE PRETENSES, PETTY THEFT",Saturday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",11016521310120,2011-02-12 16:00:00+00:00
130007974,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Saturday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",13000797405023,2012-12-22 05:30:00+00:00
120242544,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",12024254461030,2012-03-25 18:23:00+00:00
30230788,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",3023078805043,2003-02-24 09:00:00+00:00
100520172,VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",10052017207025,2010-06-04 11:00:00+00:00
156171498,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,PARK,NONE,200 Block of BRODERICK ST,-122.4389273551,37.7724738926118,"(37.7724738926118, -122.4389273551)",15617149806224,2015-07-13 23:00:00+00:00
140394868,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED",1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",14039486816010,2014-05-11 10:48:00+00:00
50331548,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,PARK,"ARREST, BOOKED",1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",5033154804013,2005-03-25 04:10:00+00:00
30944860,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3094486007021,2003-08-06 20:30:00+00:00
110834208,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",11083420809320,2011-10-15 10:00:00+00:00
100024027,MISSING PERSON,MISSING ADULT,Friday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",10002402774000,2010-01-08 05:12:00+00:00
140912432,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",14091243264070,2014-10-28 11:50:00+00:00
31299725,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3129972564020,2003-11-04 14:30:00+00:00
30324159,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3032415905023,2003-03-17 22:00:00+00:00
81114935,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,PSYCHOPATHIC CASE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",8111493564020,2008-10-18 15:44:00+00:00
51427570,MISSING PERSON,FOUND PERSON,Wednesday,PARK,LOCATED,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",5142757075000,2005-12-21 00:59:00+00:00
60130255,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",6013025506151,2006-02-03 16:00:00+00:00
140637492,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",14063749205013,2014-07-29 20:30:00+00:00
121023216,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",12102321607055,2012-12-17 12:55:00+00:00
120289104,ASSAULT,THREATS AGAINST LIFE,Thursday,PARK,COMPLAINANT REFUSES TO PROSECUTE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",12028910419057,2012-04-12 02:00:00+00:00
110726774,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",11072677405041,2011-09-09 18:45:00+00:00
110208540,ASSAULT,STALKING,Sunday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",11020854015201,2010-08-01 15:00:00+00:00
111034988,ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",11103498815015,2011-12-28 00:40:00+00:00
140950909,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",14095090907021,2014-11-09 10:00:00+00:00
110374527,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Monday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",11037452761040,2011-05-09 09:00:00+00:00
31093840,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3109384007041,2003-09-16 01:00:00+00:00
30274140,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Friday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3027414007200,2003-03-07 04:51:00+00:00
150034747,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",15003474705073,2014-12-10 00:01:00+00:00
70855465,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,PARK,"ARREST, CITED",1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",7085546565016,2007-08-22 12:48:00+00:00
70164426,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",7016442664070,2007-02-14 15:04:00+00:00
120897735,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",12089773515040,2012-11-06 09:17:00+00:00
140807231,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,PARK,"ARREST, BOOKED",HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",14080723116623,2014-09-24 17:03:00+00:00
140655466,WARRANTS,WARRANT ARREST,Wednesday,PARK,"ARREST, BOOKED",ASHBURY ST / HAYES ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",14065546663010,2014-08-06 21:56:00+00:00
140633600,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,"ARREST, BOOKED",ASHBURY ST / HAYES ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",14063360028160,2014-07-30 18:51:00+00:00
90744898,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,PARK,NONE,HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",9074489804012,2009-07-22 10:10:00+00:00
91235690,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,PARK,"ARREST, CITED",HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",9123569065016,2009-12-02 19:30:00+00:00
140807231,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,PARK,"ARREST, BOOKED",HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",14080723116710,2014-09-24 17:03:00+00:00
130200065,NON-CRIMINAL,FOUND PROPERTY,Saturday,PARK,NONE,HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",13020006572000,2013-03-09 20:00:00+00:00
136091634,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,ASHBURY ST / HAYES ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",13609163406244,2013-05-17 17:00:00+00:00
71222435,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,PARK,"ARREST, CITED",HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",7122243565016,2007-11-28 23:49:00+00:00
136158212,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,ASHBURY ST / HAYES ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",13615821206244,2013-08-30 17:00:00+00:00
80613065,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,PARK,NONE,HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",8061306506153,2008-06-11 19:18:00+00:00
60959447,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,HAYES ST / ASHBURY ST,-122.44768850486,37.773732301055,"(37.773732301055, -122.44768850486)",6095944706244,2006-09-07 22:00:00+00:00
51059662,OTHER OFFENSES,HARASSING PHONE CALLS,Tuesday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5105966228135,2005-09-20 12:58:00+00:00
140878884,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",14087888406302,2014-10-17 10:30:00+00:00
90942412,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,JUVENILE DIVERTED,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",9094241206244,2009-09-13 03:20:00+00:00
130383912,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",13038391206371,2013-04-30 12:00:00+00:00
110698941,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",11069894164070,2011-08-31 09:40:00+00:00
100183764,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10018376406302,2010-02-24 15:00:00+00:00
51005433,OTHER OFFENSES,RESISTING ARREST,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5100543327170,2005-09-06 21:55:00+00:00
31362366,ASSAULT,BATTERY,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",3136236604134,2003-11-20 12:00:00+00:00
50134900,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5013490006304,2005-02-03 18:00:00+00:00
50531889,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Friday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5053188927300,2005-05-13 10:00:00+00:00
110095381,TRESPASS,TRESPASSING,Monday,PARK,"ARREST, CITED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",11009538127195,2011-01-31 16:24:00+00:00
41203443,WARRANTS,WARRANT ARREST,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",4120344363010,2004-10-21 09:00:00+00:00
70457801,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",7045780105073,2007-05-05 01:42:00+00:00
51273260,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5127326006304,2005-11-10 16:10:00+00:00
50341462,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5034146228160,2005-03-27 19:00:00+00:00
41340487,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",4134048704012,2004-10-19 10:33:00+00:00
30129153,WARRANTS,WARRANT ARREST,Friday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",3012915363010,2003-01-31 14:30:00+00:00
30733005,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",3073300564070,2003-02-01 10:15:00+00:00
90673156,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",9067315606304,2009-07-02 11:00:00+00:00
110364255,ASSAULT,BATTERY,Thursday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",11036425504134,2011-05-05 13:31:00+00:00
150190521,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",15019052106302,2015-03-02 13:00:00+00:00
100991711,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10099171164070,2010-10-21 12:45:00+00:00
70120105,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Friday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",7012010564015,2007-02-02 14:36:00+00:00
100105304,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,PARK,"ARREST, CITED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10010530428165,2010-02-01 15:00:00+00:00
101038019,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10103801906304,2010-10-28 00:01:00+00:00
50292326,NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",5029232671000,2005-03-08 16:30:00+00:00
110364255,ROBBERY,ROBBERY OF A BANK WITH BODILY FORCE,Thursday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",11036425503064,2011-05-05 13:31:00+00:00
150767998,ASSAULT,BATTERY,Monday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",15076799804134,2015-08-31 20:50:00+00:00
70927644,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",7092764464070,2007-09-10 09:00:00+00:00
100933064,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,PARK,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10093306403014,2010-10-07 15:00:00+00:00
100160007,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10016000706302,2010-02-16 15:00:00+00:00
71195923,LARCENY/THEFT,PETTY THEFT COIN OPERATED MACHINE,Tuesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",7119592306342,2007-11-20 17:45:00+00:00
40141799,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",4014179906304,2004-01-04 16:00:00+00:00
100163528,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10016352806302,2010-02-18 10:00:00+00:00
151083939,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,PARK,"ARREST, BOOKED",1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",15108393905073,2015-12-16 03:16:00+00:00
100933064,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,PARK,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",10093306404014,2010-10-07 15:00:00+00:00
150105348,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",15010534806312,2015-02-02 16:00:00+00:00
60449216,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Thursday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",6044921607051,2006-04-27 08:15:00+00:00
80189470,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,PARK,NONE,1800 Block of HAYES ST,-122.44691608078,37.773886367051,"(37.773886367051, -122.44691608078)",8018947006302,2008-02-20 17:00:00+00:00
120471721,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",12047172171000,2012-06-15 12:00:00+00:00
30230136,FRAUD,FRAUDULENT CREDIT APPLICATION,Wednesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3023013609340,2003-02-19 15:00:00+00:00
131030289,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13103028964070,2013-12-06 19:35:00+00:00
31473117,OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3147311730030,2003-12-18 11:40:00+00:00
41199171,ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,PARK,UNFOUNDED,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",4119917115015,2004-12-08 00:01:00+00:00
30961068,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3096106828160,2003-08-14 12:05:00+00:00
106132581,NON-CRIMINAL,LOST PROPERTY,Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",10613258171000,2010-10-07 16:15:00+00:00
66061066,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",6606106606374,2006-09-03 15:05:00+00:00
130580920,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13058092028160,2013-07-15 08:50:00+00:00
80928911,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",8092891128160,2008-09-02 16:26:00+00:00
130024633,NON-CRIMINAL,LOST PROPERTY,Wednesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13002463371000,2013-01-09 01:45:00+00:00
130126057,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13012605716010,2013-02-13 02:10:00+00:00
40551239,ASSAULT,THREATENING PHONE CALL(S),Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",4055123919055,2004-05-13 20:45:00+00:00
100766633,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Friday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",10076663330080,2010-08-20 18:45:00+00:00
61024285,NON-CRIMINAL,COURTESY REPORT,Monday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",6102428568030,2006-09-25 12:00:00+00:00
140016131,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",14001613164070,2014-01-06 16:25:00+00:00
40393893,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",4039389307055,2004-04-06 12:25:00+00:00
31514090,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3151409015150,2003-12-31 22:18:00+00:00
90970758,MISSING PERSON,MISSING ADULT,Monday,PARK,LOCATED,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",9097075874000,2009-09-07 21:00:00+00:00
150780279,ASSAULT,THREATS AGAINST LIFE,Saturday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",15078027919057,2015-09-05 16:15:00+00:00
31514090,ASSAULT,BATTERY,Wednesday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3151409004134,2003-12-31 22:18:00+00:00
70169749,RUNAWAY,RUNAWAY,Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",7016974929100,2007-02-15 00:40:00+00:00
150707552,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",15070755204013,2015-08-13 21:12:00+00:00
31211804,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",3121180405083,2003-10-15 04:00:00+00:00
150725792,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",15072579265010,2015-08-19 20:06:00+00:00
130460372,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Tuesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13046037210149,2013-06-04 13:09:00+00:00
91035406,NON-CRIMINAL,FOUND PROPERTY,Wednesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",9103540672000,2009-10-07 08:00:00+00:00
140917012,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",14091701264070,2014-10-29 17:10:00+00:00
130126057,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",13012605704014,2013-02-13 02:10:00+00:00
120444580,ASSAULT,BATTERY,Sunday,PARK,NONE,1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",12044458004134,2012-05-20 15:15:00+00:00
80048597,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,"ARREST, BOOKED",1100 Block of FELL ST,-122.436780418339,37.77411288367,"(37.77411288367, -122.436780418339)",8004859727170,2008-01-14 17:38:00+00:00
