call_number,unit_id,incident_number,call_type,call_date,watch_date,received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,transport_timestamp,hospital_timestamp,call_final_disposition,available_timestamp,address,city,zipcode_of_incident,battalion,station_area,box,original_priority,priority,final_priority,als_unit,call_type_group,number_of_alarms,unit_type,unit_sequence_in_call_dispatch,fire_prevention_district,supervisor_district,neighborhood_district,location,row_id,latitude,longitude
62800196,M07,6078857,Medical Incident,2006-10-07,2006-10-07,2006-10-07 13:24:59+00:00,2006-10-07 13:26:52+00:00,2006-10-07 13:27:38+00:00,2006-10-07 13:29:26+00:00,,,,Other,2006-10-07 13:37:40+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,True,,1,MEDIC,3,1,3,,"(37.7940625557105, -122.408322788185)",062800196-M07,37.7940625557105,-122.408322788185
42300136,T01,4063666,Alarms,2004-08-17,2004-08-17,2004-08-17 11:08:05+00:00,2004-08-17 11:10:02+00:00,2004-08-17 11:10:19+00:00,2004-08-17 11:12:06+00:00,2004-08-17 11:15:21+00:00,,,Other,2004-08-17 11:24:27+00:00,900 Block of CLAY ST,SF,94108,B01,A1,0135,3,3,3,False,,1,TRUCK,2,1,3,,"(37.7940625557105, -122.408322788185)",042300136-T01,37.7940625557105,-122.408322788185
1380121,B03,41053,Structure Fire,2000-05-17,2000-05-17,2000-05-17 12:34:05+00:00,2000-05-17 12:34:25+00:00,2000-05-17 12:34:39+00:00,2000-05-17 12:35:43+00:00,2000-05-17 12:42:21+00:00,,,Other,2000-05-17 12:50:40+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,CHIEF,4,1,3,,"(37.7940625557105, -122.408322788185)",001380121-B03,37.7940625557105,-122.408322788185
62800196,E13,6078857,Medical Incident,2006-10-07,2006-10-07,2006-10-07 13:24:59+00:00,2006-10-07 13:26:52+00:00,2006-10-07 13:27:38+00:00,2006-10-07 13:29:05+00:00,2006-10-07 13:32:28+00:00,,,Patient Declined Transport,2006-10-07 13:44:51+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,True,,1,ENGINE,2,1,3,,"(37.7940625557105, -122.408322788185)",062800196-E13,37.7940625557105,-122.408322788185
70170282,E35,7005045,Structure Fire,2007-01-17,2007-01-17,2007-01-17 16:52:36+00:00,2007-01-17 16:53:38+00:00,2007-01-17 16:54:03+00:00,2007-01-17 16:55:29+00:00,2007-01-17 16:58:18+00:00,,,Other,2007-01-17 17:17:21+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,ENGINE,6,1,3,,"(37.7940625557105, -122.408322788185)",070170282-E35,37.7940625557105,-122.408322788185
52960249,E02,5079831,Structure Fire,2005-10-23,2005-10-23,2005-10-23 16:38:01+00:00,2005-10-23 16:38:02+00:00,2005-10-23 16:38:15+00:00,2005-10-23 16:39:18+00:00,2005-10-23 16:40:54+00:00,,,Other,2005-10-23 16:41:19+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7940625557105, -122.408322788185)",052960249-E02,37.7940625557105,-122.408322788185
21940083,E02,2057809,Structure Fire,2002-07-13,2002-07-13,2002-07-13 08:41:26+00:00,2002-07-13 08:41:27+00:00,2002-07-13 08:41:46+00:00,2002-07-13 08:43:50+00:00,2002-07-13 08:45:40+00:00,,,Other,2002-07-13 08:56:53+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,ENGINE,1,1,3,,"(37.7940625557105, -122.408322788185)",021940083-E02,37.7940625557105,-122.408322788185
12820299,E41,1086452,Structure Fire,2001-10-09,2001-10-09,2001-10-09 16:18:12+00:00,2001-10-09 16:18:12+00:00,2001-10-09 16:18:36+00:00,2001-10-09 16:20:03+00:00,2001-10-09 16:21:28+00:00,,,Other,2001-10-09 16:37:54+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7940625557105, -122.408322788185)",012820299-E41,37.7940625557105,-122.408322788185
50340173,E41,5009086,Medical Incident,2005-02-03,2005-02-03,2005-02-03 11:00:39+00:00,2005-02-03 11:02:03+00:00,2005-02-03 11:02:22+00:00,2005-02-03 11:04:59+00:00,2005-02-03 11:10:55+00:00,,,Other,2005-02-03 11:13:09+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,E,3,3,True,,1,ENGINE,4,1,3,,"(37.7940625557105, -122.408322788185)",050340173-E41,37.7940625557105,-122.408322788185
12820299,T02,1086452,Structure Fire,2001-10-09,2001-10-09,2001-10-09 16:18:12+00:00,2001-10-09 16:18:12+00:00,2001-10-09 16:18:36+00:00,2001-10-09 16:20:37+00:00,2001-10-09 16:22:29+00:00,,,Other,2001-10-09 16:40:37+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7940625557105, -122.408322788185)",012820299-T02,37.7940625557105,-122.408322788185
53010281,T02,5081167,Structure Fire,2005-10-28,2005-10-28,2005-10-28 16:56:33+00:00,2005-10-28 16:56:34+00:00,2005-10-28 16:56:46+00:00,2005-10-28 16:57:59+00:00,2005-10-28 17:00:19+00:00,,,Other,,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7940625557105, -122.408322788185)",053010281-T02,37.7940625557105,-122.408322788185
12980190,RS1,1091372,HazMat,2001-10-25,2001-10-25,2001-10-25 11:27:44+00:00,2001-10-25 11:32:21+00:00,2001-10-25 11:32:55+00:00,2001-10-25 11:33:47+00:00,2001-10-25 11:38:34+00:00,,,Other,2001-10-25 11:46:56+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,RESCUE SQUAD,2,1,3,,"(37.7940625557105, -122.408322788185)",012980190-RS1,37.7940625557105,-122.408322788185
92020143,T08,9059932,Structure Fire,2009-07-21,2009-07-21,2009-07-21 10:34:16+00:00,2009-07-21 10:34:16+00:00,2009-07-21 10:34:58+00:00,2009-07-21 10:35:36+00:00,,,,Other,2009-07-21 10:42:29+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,TRUCK,4,1,3,,"(37.7940625557105, -122.408322788185)",092020143-T08,37.7940625557105,-122.408322788185
81920258,T13,8059236,Structure Fire,2008-07-10,2008-07-10,2008-07-10 15:36:36+00:00,2008-07-10 15:36:40+00:00,2008-07-10 15:37:52+00:00,2008-07-10 15:39:57+00:00,2008-07-10 15:42:26+00:00,,,Other,2008-07-10 15:44:01+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,TRUCK,2,1,3,,"(37.7940625557105, -122.408322788185)",081920258-T13,37.7940625557105,-122.408322788185
12820299,T13,1086452,Structure Fire,2001-10-09,2001-10-09,2001-10-09 16:18:12+00:00,2001-10-09 16:18:12+00:00,2001-10-09 16:18:36+00:00,,,,,Other,2001-10-09 16:25:08+00:00,900 Block of CLAY ST,SF,94108,B01,02,0135,3,3,3,False,,1,TRUCK,5,1,3,,"(37.7940625557105, -122.408322788185)",012820299-T13,37.7940625557105,-122.408322788185
102300034,65,10072277,Medical Incident,2010-08-18,2010-08-17,2010-08-18 04:33:44+00:00,2010-08-18 04:36:45+00:00,2010-08-18 04:39:04+00:00,2010-08-18 04:39:08+00:00,2010-08-18 04:49:20+00:00,2010-08-18 05:04:25+00:00,2010-08-18 05:25:23+00:00,Code 2 Transport,2010-08-18 06:08:30+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,2,2,2,True,,1,MEDIC,1,1,3,,"(37.7956489966113, -122.409198681465)",102300034-65,37.7956489966113,-122.409198681465
42530388,B01,4070277,Structure Fire,2004-09-09,2004-09-09,2004-09-09 21:05:15+00:00,2004-09-09 21:05:15+00:00,2004-09-09 21:05:41+00:00,2004-09-09 21:06:51+00:00,2004-09-09 21:07:34+00:00,,,Other,2004-09-09 21:22:35+00:00,800 Block of JACKSON ST,SF,94108,B01,A1,0136,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7956489966113, -122.409198681465)",042530388-B01,37.7956489966113,-122.409198681465
82180246,B03,8067174,Alarms,2008-08-05,2008-08-05,2008-08-05 14:49:58+00:00,2008-08-05 14:51:01+00:00,2008-08-05 14:51:29+00:00,2008-08-05 14:52:37+00:00,,,,Fire,2008-08-05 14:57:55+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7956489966113, -122.409198681465)",082180246-B03,37.7956489966113,-122.409198681465
32340097,M41,3067016,Other,2003-08-22,2003-08-22,2003-08-22 09:41:45+00:00,2003-08-22 09:44:09+00:00,2003-08-22 09:46:33+00:00,2003-08-22 09:49:21+00:00,2003-08-22 09:53:30+00:00,2003-08-22 10:02:27+00:00,2003-08-22 10:21:56+00:00,Other,2003-08-22 10:42:34+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,MEDIC,1,1,3,,"(37.7956489966113, -122.409198681465)",032340097-M41,37.7956489966113,-122.409198681465
81700183,84,8052178,Medical Incident,2008-06-18,2008-06-18,2008-06-18 12:34:16+00:00,2008-06-18 12:34:48+00:00,2008-06-18 12:34:58+00:00,2008-06-18 12:41:06+00:00,2008-06-18 12:45:59+00:00,2008-06-18 12:50:49+00:00,2008-06-18 13:19:58+00:00,Code 2 Transport,2008-06-18 13:21:06+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,2,2,True,,1,MEDIC,4,1,3,,"(37.7956489966113, -122.409198681465)",081700183-84,37.7956489966113,-122.409198681465
101810354,83,10057372,Medical Incident,2010-06-30,2010-06-30,2010-06-30 22:04:12+00:00,2010-06-30 22:04:50+00:00,2010-06-30 22:05:17+00:00,2010-06-30 22:06:25+00:00,2010-06-30 22:13:07+00:00,2010-06-30 22:20:54+00:00,2010-06-30 22:24:29+00:00,Code 2 Transport,2010-06-30 22:59:13+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,MEDIC,2,1,3,,"(37.7956489966113, -122.409198681465)",101810354-83,37.7956489966113,-122.409198681465
110600149,B01,11019666,Structure Fire,2011-03-01,2011-03-01,2011-03-01 11:57:10+00:00,2011-03-01 11:57:10+00:00,2011-03-01 11:57:50+00:00,,,,,Other,2011-03-01 12:02:13+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,2,1,3,,"(37.7956489966113, -122.409198681465)",110600149-B01,37.7956489966113,-122.409198681465
20780113,B01,2023363,Structure Fire,2002-03-19,2002-03-19,2002-03-19 09:19:20+00:00,2002-03-19 09:19:20+00:00,2002-03-19 09:19:30+00:00,2002-03-19 09:21:41+00:00,,,,Other,2002-03-19 09:26:27+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,3,1,3,,"(37.7956489966113, -122.409198681465)",020780113-B01,37.7956489966113,-122.409198681465
60460434,M13,6012984,Medical Incident,2006-02-15,2006-02-15,2006-02-15 21:15:52+00:00,2006-02-15 21:18:01+00:00,2006-02-15 21:18:22+00:00,2006-02-15 21:19:13+00:00,2006-02-15 21:26:17+00:00,2006-02-15 21:32:05+00:00,,Code 3 Transport,2006-02-15 22:32:43+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,MEDIC,2,1,3,,"(37.7956489966113, -122.409198681465)",060460434-M13,37.7956489966113,-122.409198681465
53600257,M28,5098078,Medical Incident,2005-12-26,2005-12-26,2005-12-26 18:05:10+00:00,2005-12-26 18:07:09+00:00,2005-12-26 18:08:42+00:00,2005-12-26 18:10:05+00:00,2005-12-26 18:16:52+00:00,2005-12-26 18:35:58+00:00,2005-12-26 18:56:15+00:00,Code 2 Transport,2005-12-26 19:33:55+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,2,2,2,True,,1,MEDIC,2,1,3,,"(37.7956868060914, -122.408898524915)",053600257-M28,37.7956868060914,-122.408898524915
90530118,KM01,9015628,Medical Incident,2009-02-22,2009-02-22,2009-02-22 09:10:28+00:00,2009-02-22 09:12:58+00:00,2009-02-22 09:14:09+00:00,,2009-02-22 09:18:23+00:00,2009-02-22 09:32:03+00:00,2009-02-22 09:41:41+00:00,Code 3 Transport,2009-02-22 10:04:08+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,PRIVATE,1,1,3,,"(37.7956489966113, -122.409198681465)",090530118-KM01,37.7956489966113,-122.409198681465
42530388,T02,4070277,Structure Fire,2004-09-09,2004-09-09,2004-09-09 21:05:15+00:00,2004-09-09 21:05:15+00:00,2004-09-09 21:05:41+00:00,2004-09-09 21:07:23+00:00,2004-09-09 21:08:10+00:00,,,Other,2004-09-09 21:21:10+00:00,800 Block of JACKSON ST,SF,94108,B01,A1,0136,3,3,3,False,,1,TRUCK,2,1,3,,"(37.7956489966113, -122.409198681465)",042530388-T02,37.7956489966113,-122.409198681465
42500196,T02,4069267,Structure Fire,2004-09-06,2004-09-06,2004-09-06 12:58:33+00:00,2004-09-06 12:58:33+00:00,2004-09-06 12:58:42+00:00,2004-09-06 13:00:32+00:00,2004-09-06 13:01:36+00:00,,,Other,2004-09-06 13:03:53+00:00,800 Block of JACKSON ST,SF,94108,B01,A1,0136,3,3,3,False,,1,TRUCK,1,1,3,,"(37.7956489966113, -122.409198681465)",042500196-T02,37.7956489966113,-122.409198681465
23510091,T02,2510084,Structure Fire,2002-12-17,2002-12-17,2002-12-17 08:21:48+00:00,2002-12-17 08:21:48+00:00,2002-12-17 08:22:18+00:00,2002-12-17 08:23:35+00:00,,,,Other,2002-12-17 08:26:08+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7956489966113, -122.409198681465)",023510091-T02,37.7956489966113,-122.409198681465
31580346,B01,3045438,Structure Fire,2003-06-07,2003-06-07,2003-06-07 22:22:54+00:00,2003-06-07 22:22:54+00:00,2003-06-07 22:23:09+00:00,2003-06-07 22:23:28+00:00,,,,Other,2003-06-07 22:26:11+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,2,1,3,,"(37.7956489966113, -122.409198681465)",031580346-B01,37.7956489966113,-122.409198681465
70100334,E02,7003033,Structure Fire,2007-01-10,2007-01-10,2007-01-10 18:43:03+00:00,2007-01-10 18:43:03+00:00,2007-01-10 18:43:10+00:00,2007-01-10 18:44:43+00:00,2007-01-10 18:45:57+00:00,,,Other,2007-01-10 18:47:30+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,3,1,3,,"(37.7956489966113, -122.409198681465)",070100334-E02,37.7956489966113,-122.409198681465
92010175,E02,9059650,Alarms,2009-07-20,2009-07-20,2009-07-20 13:22:47+00:00,2009-07-20 13:23:28+00:00,2009-07-20 13:23:35+00:00,2009-07-20 13:25:18+00:00,2009-07-20 13:26:18+00:00,,,Other,2009-07-20 13:31:39+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,1,1,3,,"(37.7956489966113, -122.409198681465)",092010175-E02,37.7956489966113,-122.409198681465
13360036,E02,1102808,Structure Fire,2001-12-02,2001-12-01,2001-12-02 03:07:35+00:00,2001-12-02 03:07:35+00:00,2001-12-02 03:08:18+00:00,2001-12-02 03:10:00+00:00,2001-12-02 03:11:01+00:00,,,Other,2001-12-02 03:35:44+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,1,1,3,,"(37.7956489966113, -122.409198681465)",013360036-E02,37.7956489966113,-122.409198681465
60900207,E02,6024979,Structure Fire,2006-03-31,2006-03-31,2006-03-31 14:57:16+00:00,2006-03-31 14:57:16+00:00,2006-03-31 14:57:41+00:00,2006-03-31 14:59:15+00:00,2006-03-31 15:00:01+00:00,,,Other,,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,1,1,3,,"(37.7956489966113, -122.409198681465)",060900207-E02,37.7956489966113,-122.409198681465
62280259,E02,6064167,Structure Fire,2006-08-16,2006-08-16,2006-08-16 17:13:12+00:00,2006-08-16 17:13:12+00:00,2006-08-16 17:13:25+00:00,2006-08-16 17:14:57+00:00,2006-08-16 17:16:23+00:00,,,Other,2006-08-16 17:22:14+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",062280259-E02,37.7956489966113,-122.409198681465
71500097,E41,7042928,Structure Fire,2007-05-30,2007-05-30,2007-05-30 09:12:03+00:00,2007-05-30 09:12:03+00:00,2007-05-30 09:12:27+00:00,2007-05-30 09:13:44+00:00,2007-05-30 09:15:50+00:00,,,Other,2007-05-30 09:16:59+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",071500097-E41,37.7956489966113,-122.409198681465
40050225,E02,4001392,Structure Fire,2004-01-05,2004-01-05,2004-01-05 15:03:13+00:00,2004-01-05 15:03:13+00:00,2004-01-05 15:03:29+00:00,2004-01-05 15:03:47+00:00,2004-01-05 15:05:09+00:00,,,Other,2004-01-05 15:08:04+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",040050225-E02,37.7956489966113,-122.409198681465
110450032,E02,11014810,Medical Incident,2011-02-14,2011-02-13,2011-02-14 04:19:24+00:00,2011-02-14 04:21:39+00:00,2011-02-14 04:21:49+00:00,2011-02-14 04:24:00+00:00,2011-02-14 04:25:03+00:00,,,Other,2011-02-14 04:38:25+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,ENGINE,1,1,3,,"(37.7956489966113, -122.409198681465)",110450032-E02,37.7956489966113,-122.409198681465
72960300,85,7085297,Medical Incident,2007-10-23,2007-10-23,2007-10-23 16:21:28+00:00,2007-10-23 16:22:56+00:00,2007-10-23 16:23:05+00:00,2007-10-23 16:23:16+00:00,,2007-10-23 16:31:51+00:00,2007-10-23 16:38:25+00:00,Code 3 Transport,2007-10-23 17:21:11+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,MEDIC,2,1,3,,"(37.7956489966113, -122.409198681465)",072960300-85,37.7956489966113,-122.409198681465
32950194,E02,3084674,Medical Incident,2003-10-22,2003-10-22,2003-10-22 13:25:10+00:00,2003-10-22 13:25:12+00:00,2003-10-22 13:26:00+00:00,2003-10-22 13:27:19+00:00,2003-10-22 13:28:07+00:00,,,Other,2003-10-22 13:54:49+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,3,1,3,,"(37.7956489966113, -122.409198681465)",032950194-E02,37.7956489966113,-122.409198681465
103550180,E02,10113955,Structure Fire,2010-12-21,2010-12-21,2010-12-21 13:17:26+00:00,2010-12-21 13:17:27+00:00,2010-12-21 13:17:47+00:00,2010-12-21 13:19:51+00:00,2010-12-21 13:20:13+00:00,,,Other,2010-12-21 13:23:42+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,ENGINE,1,1,3,,"(37.7956489966113, -122.409198681465)",103550180-E02,37.7956489966113,-122.409198681465
11310248,B01,1040469,Structure Fire,2001-05-11,2001-05-11,2001-05-11 14:32:36+00:00,2001-05-11 14:32:36+00:00,2001-05-11 14:33:01+00:00,2001-05-11 14:34:09+00:00,2001-05-11 14:35:03+00:00,,,Other,2001-05-11 14:37:07+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7956489966113, -122.409198681465)",011310248-B01,37.7956489966113,-122.409198681465
72360371,B01,7067851,Alarms,2007-08-24,2007-08-24,2007-08-24 21:40:25+00:00,2007-08-24 21:42:01+00:00,2007-08-24 21:42:25+00:00,2007-08-24 21:43:33+00:00,2007-08-24 21:44:25+00:00,,,Other,2007-08-24 21:48:57+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7956489966113, -122.409198681465)",072360371-B01,37.7956489966113,-122.409198681465
73520164,E41,7101184,Medical Incident,2007-12-18,2007-12-18,2007-12-18 11:21:33+00:00,2007-12-18 11:23:03+00:00,2007-12-18 11:23:56+00:00,,,,,Other,2007-12-18 11:26:56+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",073520164-E41,37.7956489966113,-122.409198681465
11170139,E41,1035685,Structure Fire,2001-04-27,2001-04-27,2001-04-27 10:53:00+00:00,2001-04-27 10:53:00+00:00,2001-04-27 10:53:07+00:00,2001-04-27 10:54:09+00:00,2001-04-27 10:56:08+00:00,,,Other,2001-04-27 10:57:12+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",011170139-E41,37.7956489966113,-122.409198681465
51870166,E41,5049934,Medical Incident,2005-07-06,2005-07-06,2005-07-06 12:04:22+00:00,2005-07-06 12:05:05+00:00,2005-07-06 12:05:19+00:00,2005-07-06 12:05:34+00:00,2005-07-06 12:09:28+00:00,,,Other,2005-07-06 12:20:11+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,ENGINE,2,1,3,,"(37.7956489966113, -122.409198681465)",051870166-E41,37.7956489966113,-122.409198681465
40500340,M41,4014181,Medical Incident,2004-02-19,2004-02-19,2004-02-19 18:55:41+00:00,2004-02-19 18:57:44+00:00,2004-02-19 18:58:18+00:00,2004-02-19 19:00:24+00:00,2004-02-19 19:03:12+00:00,,,Other,2004-02-19 19:32:27+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,True,,1,MEDIC,3,1,3,,"(37.7956489966113, -122.409198681465)",040500340-M41,37.7956489966113,-122.409198681465
21050199,T02,2031244,Structure Fire,2002-04-15,2002-04-15,2002-04-15 13:18:30+00:00,2002-04-15 13:18:30+00:00,2002-04-15 13:19:03+00:00,2002-04-15 13:20:28+00:00,,,,Other,2002-04-15 13:22:36+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7956489966113, -122.409198681465)",021050199-T02,37.7956489966113,-122.409198681465
21250266,T02,2037036,Alarms,2002-05-05,2002-05-05,2002-05-05 16:49:07+00:00,2002-05-05 16:50:18+00:00,2002-05-05 16:50:28+00:00,2002-05-05 16:51:32+00:00,2002-05-05 16:53:06+00:00,,,Other,2002-05-05 17:02:18+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7956489966113, -122.409198681465)",021250266-T02,37.7956489966113,-122.409198681465
33490288,T13,3100060,Alarms,2003-12-15,2003-12-15,2003-12-15 16:26:27+00:00,2003-12-15 16:27:05+00:00,2003-12-15 16:27:23+00:00,,,,,Other,2003-12-15 16:27:51+00:00,800 Block of JACKSON ST,SF,94108,B01,02,0136,3,3,3,False,,1,TRUCK,3,1,3,,"(37.7956489966113, -122.409198681465)",033490288-T13,37.7956489966113,-122.409198681465
61040207,B01,6028923,Structure Fire,2006-04-14,2006-04-14,2006-04-14 13:44:36+00:00,2006-04-14 13:44:36+00:00,2006-04-14 13:44:53+00:00,2006-04-14 13:45:44+00:00,2006-04-14 13:49:11+00:00,,,No Merit,2006-04-14 14:02:51+00:00,900 Block of FILBERT ST,SF,94133,B01,28,0143,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8007755481201, -122.414600502925)",061040207-B01,37.8007755481201,-122.414600502925
110140262,B04,11004711,Structure Fire,2011-01-14,2011-01-14,2011-01-14 16:39:59+00:00,2011-01-14 16:39:59+00:00,2011-01-14 16:40:12+00:00,2011-01-14 16:41:46+00:00,2011-01-14 16:45:46+00:00,,,Other,2011-01-14 16:53:38+00:00,900 Block of FILBERT ST,SF,94133,B01,28,0143,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8007755481201, -122.414600502925)",110140262-B04,37.8007755481201,-122.414600502925
83360038,E28,8102605,Structure Fire,2008-12-01,2008-11-30,2008-12-01 05:23:06+00:00,2008-12-01 05:23:07+00:00,2008-12-01 05:23:41+00:00,2008-12-01 05:26:08+00:00,2008-12-01 05:27:40+00:00,,,Other,2008-12-01 05:38:17+00:00,900 Block of FILBERT ST,SF,94133,B01,28,0143,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8007755481201, -122.414600502925)",083360038-E28,37.8007755481201,-122.414600502925
52210035,E02,5058922,Structure Fire,2005-08-09,2005-08-08,2005-08-09 05:26:59+00:00,2005-08-09 05:26:59+00:00,2005-08-09 05:27:19+00:00,2005-08-09 05:29:23+00:00,2005-08-09 05:30:38+00:00,,,Other,2005-08-09 05:43:25+00:00,900 Block of FILBERT ST,SF,94133,B01,28,0143,3,3,3,False,,1,ENGINE,1,1,3,,"(37.8007755481201, -122.414600502925)",052210035-E02,37.8007755481201,-122.414600502925
72700338,E28,7077532,Medical Incident,2007-09-27,2007-09-27,2007-09-27 19:29:50+00:00,2007-09-27 19:31:02+00:00,2007-09-27 19:31:11+00:00,2007-09-27 19:32:12+00:00,2007-09-27 19:33:33+00:00,,,Other,2007-09-27 19:37:55+00:00,900 Block of FILBERT ST,SF,94133,B01,28,0143,E,E,3,True,,1,ENGINE,1,1,3,,"(37.8007755481201, -122.414600502925)",072700338-E28,37.8007755481201,-122.414600502925
82280172,B01,8069951,Alarms,2008-08-15,2008-08-15,2008-08-15 12:38:30+00:00,2008-08-15 12:39:34+00:00,2008-08-15 12:39:45+00:00,2008-08-15 12:40:01+00:00,2008-08-15 12:42:13+00:00,,,Other,2008-08-15 12:57:57+00:00,400 Block of MASON ST,SF,94102,B01,03,0145,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7877474173136, -122.410062144878)",082280172-B01,37.7877474173136,-122.410062144878
12770400,M03,1085044,Structure Fire,2001-10-04,2001-10-04,2001-10-04 21:04:08+00:00,2001-10-04 21:04:12+00:00,2001-10-04 21:04:18+00:00,2001-10-04 21:08:22+00:00,2001-10-04 21:20:02+00:00,,,Other,2001-10-04 21:20:25+00:00,400 Block of MASON ST,SF,94102,B01,03,0145,3,3,3,True,,1,MEDIC,7,1,3,,"(37.7877474173136, -122.410062144878)",012770400-M03,37.7877474173136,-122.410062144878
40660285,B01,4018797,Alarms,2004-03-06,2004-03-06,2004-03-06 17:07:48+00:00,2004-03-06 17:08:07+00:00,2004-03-06 17:08:18+00:00,2004-03-06 17:09:39+00:00,2004-03-06 17:12:21+00:00,,,Other,2004-03-06 17:12:37+00:00,400 Block of MASON ST,SF,94102,B01,03,0145,3,3,3,False,,1,CHIEF,3,1,3,,"(37.7877474173136, -122.410062144878)",040660285-B01,37.7877474173136,-122.410062144878
81820145,B01,8056026,Alarms,2008-06-30,2008-06-30,2008-06-30 10:59:43+00:00,2008-06-30 11:01:52+00:00,2008-06-30 11:01:58+00:00,2008-06-30 11:02:10+00:00,2008-06-30 11:06:57+00:00,,,Fire,2008-06-30 11:10:11+00:00,400 Block of MASON ST,SF,94102,B01,03,0145,3,3,3,False,,1,CHIEF,1,1,3,,"(37.7877474173136, -122.410062144878)",081820145-B01,37.7877474173136,-122.410062144878
